name,price,change
AXISBANK,1097.2,0.9
INDUSINDBK,749.9,0.17
KOTAKBANK,1975.3,0.15
IDFCFIRSTB,72.45,0.01
BANKBARODA,238.26,0.0
ICICIBANK,1400.9,-0.05
FEDERALBNK,196.48,-0.09
AUBANK,709.8,-0.16
PNB,107.46,-0.28
SBIN,820.5,-0.38
CANBK,111.58,-0.44
HDFCBANK,963.35,-0.46
