name,price,change
VEDL,446.75,-0.03
JSL,773.2,-0.14
NATIONALUM,190.75,-0.38
HINDALCO,704.5,-0.4
WELCORP,891.0,-0.46
TATASTEEL,160.67,-0.52
SAIL,122.53,-0.58
HINDCOPPER,238.31,-0.63
NMDC,70.91,-0.63
HINDZINC,428.05,-0.65
ADANIENT,2359.8,-0.73
APLAPOLLO,1637.2,-0.97
JSWSTEEL,1061.0,-1.01
JINDALSTEL,997.05,-1.3
LLOYDSME,1374.1,-1.33
