name,price,change
INFY,1463.5,1.63
TCS,3037.4,0.7
PERSISTENT,5262.5,0.5
OFSS,8629.0,0.37
WIPRO,247.19,0.09
MPHASIS,2743.3,0.03
TECHM,1496.5,-0.01
LTIM,5110.0,-0.02
COFORGE,1646.4,-0.38
HCLTECH,1467.6,-0.58
